위도	경도	도시크기	도시점수	이름	국가	권역	대유행	리셋시간	기후	여관	암시장	교역품	조선소	도구점	운하
277.8276629	1802.15002	town1	7	호바트	자유항	호주	호주	5:00	남반구	베르날 로욜라,아폰수 안드라드,알바로 데멘다냐,루이스 바에스 데토레스,페드로 데멘도사,트실라카트신,알론소 데멘도사,프란시스쿠 알바레스,조셉 이스트먼, 마환	-	-	-	-	X
743.2699749	1122.973957	town1	7	바르나	자유항	흑해	동지중해	1:15	북반구	야코프 발바커,휘렘 술탄,바실리 골리친,살림 괴브데,시도니아 폰보르크,피터르 벤후크 	-	-	-	-	X
708.4075383	1100.140302	town3	7	아테네	영지	흑해	동지중해	1:15	북반구	아흐메트 케말레딘,안토니오 칸,노라 에켈멘디트,아나 데멘도사,울루치 알리,야콥 푸거,쿠르톨루 무슬리딘,미겔 데세르반테스,시난 레이스,조반니 베세리스,안나 오커히엘름,카산드라 페델레 , 알 베자스, 자한 사림, 피라리	-	-	-	-	X
763.4173476	1136.585762	town1	7	오데사	자유항	흑해	동지중해	1:15	북반구	필리푸스 파라켈수스,휘렘 술탄,바실리 골리친,살림 괴브데,시도니아 폰보르크,귀친 케말 	-	-	-	-	X
755.5528257	1167.227053	town1	7	케르치	자유항	흑해	동지중해	1:15	북반구	휘렘 술탄,마르틴 발보아,바실리 골리친,시도니아 폰보르크,예르마크 티모페예비치 	-	-	-	-	X
729.4757685	1124.830118	town3	6	이스탄불	본거지	흑해	동지중해	1:15	북반구	사피예 술탄,카라 룸루,마히데브란,뮈에진자데 알리 파샤,필리푸스 파라켈수스,아흐메트 케말레딘,이븐 바투타,휘렘 술탄,타즐루 하눔,노라 에켈멘디트,하프메트 그라니에,다니엘 미르자,알리 알 만드리,카시드,프란시스코 데보바디야,세이디 알리 레이스,하산 아그하,조반니 라무시오,앤서니 존슨,귀친 케말,우준 카이프,자가노스 베이,트리폰 코로베이니코프,루도비코 데바르테마,슈무엘 베일라시,아녜스 소렐,마리아 피타, 알 베자스, 피리 레이스, 카탈리나 에란초, 아흐메트 무히딘, 사파, 페르낭 둘무, 안드레아 기지, 자한 사림, 프랑코 사누드	-	-	-	-	X
768.7233925	1175.21147	town1	7	타간로크	자유항	흑해	동지중해	1:30	북반구	야코프 발바커,휘렘 술탄,바실리 골리친,시도니아 폰보르크,자가노스 베이 	-	-	-	-	X
724.1068049	1098.667277	town1	4	테살로니키	자유항	흑해	동지중해	1:15	북반구	사피예 술탄,마히데브란,안토니오 칸,노라 에켈멘디트,시난 파샤,야콥 푸거,미겔 데세르반테스,조반니 라무시오,조반니 베세리스,앤서니 존슨,귀친 케말,자가노스 베이,카산드라 페델레, 알 베자스, 자한 사림	-	-	-	-	X
731.0796173	1188.116169	town1	4	트라브존	영지	흑해	동지중해	1:30	북반구	카라 룸루,마히데브란,이븐 바투타,마르틴 발보아,바실리 골리친,세이디 알리 레이스,조반니 라무시오,앤서니 존슨,귀친 케말,자가노스 베이,예르마크 티모페예비치, 	-	-	-	-	X
982	1608	town1	7	카탄가	자유항	북극해3	북극해		북반구						
970.3	1422.6	town1	7	딕손	자유항	북극해3	북극해		북반구						
952	360	town1	7	캠브리지 베이	자유항	북극해4	북극해		북반구						
999	556	town1	7	카나크	자유항	북극해4	북극해		북반구						
															
